opportunity_id,sales_agent,manager,regional_office,product,account,deal_stage,engage_date,close_date,close_value
6GDZDVTV,Anna Snelling,Dustin Brinkmann,Central,MG Special,Dontechi,Won,2017-08-27,2017-09-13,59
OO9U4C0Y,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Y-corporation,Engaging,2017-08-27,,
Y5A5G2L5,Cassey Cress,Rocco Neubert,East,GTX Basic,Bubba Gump,Won,2017-08-27,2017-12-08,606
WZN26QZQ,Corliss Cosme,Cara Losch,East,GTX Plus Pro,Lexiqvolax,Engaging,2017-08-27,,
PG4UQI8B,Donn Cantrell,Rocco Neubert,East,GTX Plus Basic,Kan-code,Lost,2017-08-27,2017-11-20,0
M40Z4KWL,Donn Cantrell,Rocco Neubert,East,GTXPro,Zotware,Won,2017-08-27,2017-11-25,5305
BB46B5C7,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,Zoomit,Lost,2017-08-27,2017-11-02,0
7K1KXMBT,Kami Bicknell,Summer Sewald,West,GTXPro,,Engaging,2017-08-27,,
TCJA7XF2,Kami Bicknell,Summer Sewald,West,MG Special,,Engaging,2017-08-27,,
TPJNVDPH,Kami Bicknell,Summer Sewald,West,GTX Basic,Kan-code,Lost,2017-08-27,2017-11-16,0
FMMAQM87,Kami Bicknell,Summer Sewald,West,GTX Basic,Green-Plus,Won,2017-08-27,2017-09-09,596
46UITTY6,Kary Hendrixson,Summer Sewald,West,GTX Basic,Singletechno,Won,2017-08-27,2017-11-04,545
KK5YBPU6,Markita Hansen,Celia Rouche,West,GTX Basic,Labdrill,Won,2017-08-27,2017-08-29,548
A7FCLQ42,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Finhigh,Lost,2017-08-27,2017-12-15,0
G2C5RKTN,Reed Clapper,Rocco Neubert,East,GTX Basic,Umbrella Corporation,Won,2017-08-27,2017-09-21,415
UNSJB0L7,Vicki Laflamme,Celia Rouche,West,GTXPro,Singletechno,Won,2017-08-27,2017-08-28,3754
TGSLH2ZD,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-08-27,,
OLXEYM3P,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-08-27,,
UJT04PL7,Zane Levy,Summer Sewald,West,GTX Basic,Plusstrip,Won,2017-08-27,2017-11-29,498
DCIFTBM0,Boris Faz,Rocco Neubert,East,GTX Basic,Condax,Won,2017-08-28,2017-12-21,489
BTZ06Z6O,Boris Faz,Rocco Neubert,East,GTX Plus Basic,Ontomedia,Won,2017-08-28,2017-09-05,1022
S9CGS0IX,Corliss Cosme,Cara Losch,East,GTX Plus Pro,Acme Corporation,Lost,2017-08-28,2017-11-07,0
ZTYHMEQY,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,Cancity,Won,2017-08-28,2017-09-11,525
IOTAHMQX,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Codehow,Won,2017-08-28,2017-09-07,1252
3ORQ2R0R,Elease Gluck,Celia Rouche,West,GTXPro,,Engaging,2017-08-28,,
01DZ14Y0,Gladys Colclough,Melvin Marxen,Central,MG Advanced,dambase,Lost,2017-08-28,2017-11-25,0
1T91NEIV,Gladys Colclough,Melvin Marxen,Central,MG Special,Conecom,Won,2017-08-28,2017-09-11,63
41B62CUB,Hayden Neloms,Celia Rouche,West,MG Special,J-Texon,Lost,2017-08-28,2017-11-11,0
G0QOVMMS,Kami Bicknell,Summer Sewald,West,GTX Basic,Zoomit,Won,2017-08-28,2017-12-28,474
FG79OR5X,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Xx-holding,Won,2017-08-28,2017-11-19,1132
QY4ZMI2F,Lajuana Vencill,Dustin Brinkmann,Central,GTX Plus Basic,Warephase,Lost,2017-08-28,2017-09-14,0
VY0QPLGN,Lajuana Vencill,Dustin Brinkmann,Central,GTX Plus Basic,dambase,Won,2017-08-28,2017-11-12,1215
XP1PQSPC,Markita Hansen,Celia Rouche,West,GTX Plus Basic,Kan-code,Won,2017-08-28,2017-09-27,1081
K3KT8S1F,Markita Hansen,Celia Rouche,West,MG Special,Sonron,Won,2017-08-28,2017-11-07,49
5CIT07UC,Maureen Marcano,Summer Sewald,West,GTX Basic,Hottechi,Won,2017-08-28,2017-09-14,653
VIZ9ZLVT,Moses Frase,Dustin Brinkmann,Central,GTX Plus Basic,Rundofase,Lost,2017-08-28,2017-11-30,0
9ZY0QQ8Q,Moses Frase,Dustin Brinkmann,Central,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-08-28,2017-11-27,0
0WGCUB3L,Niesha Huffines,Melvin Marxen,Central,GTX Plus Basic,Rundofase,Won,2017-08-28,2017-09-13,1105
QCN2DZQQ,Reed Clapper,Rocco Neubert,East,GTX Plus Basic,The New York Inquirer,Won,2017-08-28,2017-09-21,948
ZAY2J4I5,Vicki Laflamme,Celia Rouche,West,MG Advanced,Zoomit,Lost,2017-08-28,2017-09-10,0
J25NMK6Q,Violet Mclelland,Cara Losch,East,MG Special,Bluth Company,Lost,2017-08-28,2017-11-11,0
DZHIAZ5H,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Streethex,Lost,2017-08-29,2017-09-05,0
233HYDSP,Anna Snelling,Dustin Brinkmann,Central,MG Special,Gogozoom,Won,2017-08-29,2017-12-03,44
7868JVH9,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Rantouch,Engaging,2017-08-29,,
EXXFSC3O,Cassey Cress,Rocco Neubert,East,GTXPro,Opentech,Won,2017-08-29,2017-11-15,4343
U68B4UQU,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Pro,Treequote,Won,2017-08-29,2017-09-13,5096
73EBDWP4,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Pro,Warephase,Won,2017-08-29,2017-09-30,4994
FQQ3XQNG,Corliss Cosme,Cara Losch,East,GTX Plus Basic,Donquadtech,Won,2017-08-29,2017-12-01,1251
C4KZVTYR,Donn Cantrell,Rocco Neubert,East,GTX Basic,Gekko & Co,Won,2017-08-29,2017-11-11,602
HWXJWHGI,Donn Cantrell,Rocco Neubert,East,GTX Basic,Sumace,Won,2017-08-29,2017-09-08,600
W36MU0PW,Donn Cantrell,Rocco Neubert,East,GTX Basic,Yearin,Won,2017-08-29,2017-09-09,595
OWEMO7RD,Elease Gluck,Celia Rouche,West,MG Special,Sonron,Lost,2017-08-29,2017-11-25,0
9XU06EA8,Gladys Colclough,Melvin Marxen,Central,GTXPro,Codehow,Lost,2017-08-29,2017-11-01,0
DC2NI04U,Hayden Neloms,Celia Rouche,West,MG Advanced,Hottechi,Won,2017-08-29,2017-12-31,3064
RYNZ2WOK,Markita Hansen,Celia Rouche,West,MG Advanced,Iselectrics,Engaging,2017-08-29,,
BO2XRLBS,Moses Frase,Dustin Brinkmann,Central,MG Special,Ron-tech,Lost,2017-08-29,2017-11-16,0
V9YY2XIE,Niesha Huffines,Melvin Marxen,Central,MG Advanced,Zumgoity,Lost,2017-08-29,2017-11-28,0
J3K9EXW0,Reed Clapper,Rocco Neubert,East,GTX Plus Pro,Acme Corporation,Won,2017-08-29,2017-12-25,5790
N9KFQCOH,Rosie Papadopoulos,Cara Losch,East,GTXPro,Vehement Capital Partners,Won,2017-08-29,2017-09-05,5688
GSPDR7BH,Versie Hillebrand,Dustin Brinkmann,Central,GTX Basic,Cancity,Won,2017-08-29,2017-11-02,672
MB0XTICR,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Bioholding,Won,2017-08-29,2017-12-08,62
04SQ7RNY,Vicki Laflamme,Celia Rouche,West,GTXPro,Fasehatice,Won,2017-08-29,2017-12-19,4577
PTZ9QLEF,Violet Mclelland,Cara Losch,East,GTX Basic,,Engaging,2017-08-29,,
WIHGFD8B,Anna Snelling,Dustin Brinkmann,Central,MG Special,Funholding,Lost,2017-08-30,2017-11-19,0
O3Q5B86F,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Warephase,Won,2017-08-30,2017-12-26,1118
PE3P7M7S,Anna Snelling,Dustin Brinkmann,Central,MG Special,Statholdings,Won,2017-08-30,2017-09-08,55
401BY1PW,Boris Faz,Rocco Neubert,East,GTXPro,Ganjaflex,Won,2017-08-30,2017-12-21,5052
9RQ8FZYQ,Boris Faz,Rocco Neubert,East,GTXPro,Zotware,Won,2017-08-30,2017-09-04,4023
R65LGLJ0,Cassey Cress,Rocco Neubert,East,MG Special,,Engaging,2017-08-30,,
G7NU2YCG,Cassey Cress,Rocco Neubert,East,MG Special,Iselectrics,Won,2017-08-30,2017-09-08,57
R9RWFEEJ,Corliss Cosme,Cara Losch,East,MG Special,Gekko & Co,Won,2017-08-30,2017-11-23,59
WV2OG7C3,Daniell Hammack,Rocco Neubert,East,MG Special,Xx-zobam,Lost,2017-08-30,2017-11-18,0
LDIBOTNO,Daniell Hammack,Rocco Neubert,East,GTXPro,Kinnamplus,Won,2017-08-30,2017-09-07,5544
FC4ZD68R,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Warephase,Lost,2017-08-30,2017-11-15,0
YH6ST9KT,Darcel Schlecht,Melvin Marxen,Central,MG Special,Treequote,Lost,2017-08-30,2017-08-31,0
9S8E95EI,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Condax,Won,2017-08-30,2017-09-18,4598
RLHNEVYY,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Conecom,Won,2017-08-30,2017-09-10,5008
OFP1MLFY,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Statholdings,Won,2017-08-30,2017-12-09,3932
CQELCLO0,Donn Cantrell,Rocco Neubert,East,GTX Plus Basic,Zathunicon,Won,2017-08-30,2017-12-29,1166
L351AATH,Gladys Colclough,Melvin Marxen,Central,GTX Plus Basic,Ron-tech,Lost,2017-08-30,2017-12-06,0
VBKF5FPB,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,Dalttechnology,Won,2017-08-30,2017-09-06,1195
68YAXBZN,James Ascencio,Summer Sewald,West,MG Special,Xx-holding,Lost,2017-08-30,2017-11-04,0
EFB0NFP3,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Genco Pura Olive Oil Company,Won,2017-08-30,2017-12-23,551
CB0NZYB2,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Globex Corporation,Won,2017-08-30,2017-09-08,623
QKUULSVC,Kary Hendrixson,Summer Sewald,West,GTXPro,Kan-code,Lost,2017-08-30,2017-11-16,0
8838GIT9,Kary Hendrixson,Summer Sewald,West,MG Special,Plexzap,Lost,2017-08-30,2017-11-05,0
5DOARVYO,Lajuana Vencill,Dustin Brinkmann,Central,MG Special,Genco Pura Olive Oil Company,Lost,2017-08-30,2017-09-10,0
XXD7OQOH,Markita Hansen,Celia Rouche,West,MG Special,,Engaging,2017-08-30,,
0N2VYY6Z,Markita Hansen,Celia Rouche,West,GTX Basic,Labdrill,Lost,2017-08-30,2017-09-19,0
LWCKCV0M,Markita Hansen,Celia Rouche,West,GTXPro,Xx-holding,Won,2017-08-30,2017-09-15,4592
L40FW06K,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,Condax,Won,2017-08-30,2017-12-22,555
XXXM7BMA,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Dontechi,Won,2017-08-30,2017-11-14,3703
F7S1OPQS,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,Scotfind,Won,2017-08-30,2017-12-13,942
U5JFEXOI,Maureen Marcano,Summer Sewald,West,GTX Plus Pro,Groovestreet,Won,2017-08-30,2017-12-08,6489
HR3DH6DX,Niesha Huffines,Melvin Marxen,Central,GTXPro,Cancity,Lost,2017-08-30,2017-11-20,0
LMU41E2W,Rosalina Dieter,Celia Rouche,West,MG Special,,Engaging,2017-08-30,,
9EICLJHY,Rosalina Dieter,Celia Rouche,West,MG Special,Sunnamplex,Won,2017-08-30,2017-11-17,63
01FNZW2T,Rosie Papadopoulos,Cara Losch,East,GTXPro,Bubba Gump,Won,2017-08-30,2017-12-08,3974
3CS2IXT0,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Conecom,Won,2017-08-30,2017-11-16,66
O9MHRAK6,Vicki Laflamme,Celia Rouche,West,GTX Basic,Finjob,Won,2017-08-30,2017-12-14,532
1Y58TSUU,Violet Mclelland,Cara Losch,East,MG Special,,Engaging,2017-08-30,,
KPW4J1CR,Zane Levy,Summer Sewald,West,GTX Basic,Dalttechnology,Won,2017-08-30,2017-12-21,503
KAPPUUYY,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Zumgoity,Won,2017-08-31,2017-11-24,594
WNTAT1OT,Boris Faz,Rocco Neubert,East,GTX Basic,,Engaging,2017-08-31,,
WRLAVDPH,Cassey Cress,Rocco Neubert,East,GTXPro,Ganjaflex,Won,2017-08-31,2017-09-02,4958
1W5FOS69,Cassey Cress,Rocco Neubert,East,GTXPro,Mathtouch,Won,2017-08-31,2017-11-30,4201
GFBJXXI1,Cecily Lampkin,Dustin Brinkmann,Central,MG Special,Streethex,Lost,2017-08-31,2017-09-13,0
2HYR0Q4Y,Corliss Cosme,Cara Losch,East,MG Advanced,Plussunin,Lost,2017-08-31,2017-11-13,0
XVM3UK16,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Mathtouch,Lost,2017-08-31,2017-11-06,0
CDAMI76Z,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,Finhigh,Won,2017-08-31,2017-09-10,5293
6M77EGH7,Donn Cantrell,Rocco Neubert,East,MG Advanced,Ganjaflex,Won,2017-08-31,2017-11-26,4456
9CLDDA0W,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,Newex,Lost,2017-08-31,2017-11-18,0
8CQ2I2P2,Jonathan Berthelot,Melvin Marxen,Central,GTXPro,Globex Corporation,Lost,2017-08-31,2017-11-18,0
GEFQNRF3,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Globex Corporation,Won,2017-08-31,2017-12-20,525
EDM7CEZ6,Kami Bicknell,Summer Sewald,West,GTXPro,Opentech,Engaging,2017-08-31,,
XBPJ6M4K,Kary Hendrixson,Summer Sewald,West,GTX Basic,Finhigh,Engaging,2017-08-31,,
XRZNF1LQ,Kary Hendrixson,Summer Sewald,West,GTXPro,,Engaging,2017-08-31,,
PCQUKUM5,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Pro,Dontechi,Won,2017-08-31,2017-09-16,4809
6CT660FF,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-08-31,,
MZ987882,Moses Frase,Dustin Brinkmann,Central,GTX Plus Basic,Warephase,Won,2017-08-31,2017-12-17,1374
02EC1993,Moses Frase,Dustin Brinkmann,Central,MG Special,Scottech,Won,2017-08-31,2017-11-08,57
NUS67BOQ,Rosie Papadopoulos,Cara Losch,East,GTX Basic,,Engaging,2017-08-31,,
UQCPNZO1,Versie Hillebrand,Dustin Brinkmann,Central,GTX Basic,Zumgoity,Won,2017-08-31,2017-09-15,552
0NP0XPLQ,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Toughzap,Won,2017-08-31,2017-09-03,59
S2WRH3QA,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,Betatech,Won,2017-08-31,2017-09-30,4011
RTX8ZJXT,Vicki Laflamme,Celia Rouche,West,GTX Basic,,Engaging,2017-08-31,,
QJV1UWL5,Vicki Laflamme,Celia Rouche,West,MG Special,Rantouch,Won,2017-08-31,2017-12-20,54
GNAX12Z6,Vicki Laflamme,Celia Rouche,West,MG Advanced,Green-Plus,Won,2017-08-31,2017-09-07,3337
62NZ0THZ,Violet Mclelland,Cara Losch,East,MG Special,Yearin,Won,2017-08-31,2017-09-22,60
6C6Z3HRA,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-08-31,,
PSKWV2JJ,Zane Levy,Summer Sewald,West,GTX Plus Basic,Blackzim,Won,2017-08-31,2017-11-19,1011
05HLE3JL,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Stanredtax,Won,2017-09-01,2017-12-03,514
CAF97SA2,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Streethex,Won,2017-09-01,2017-11-13,1060
AAFPTXEB,Anna Snelling,Dustin Brinkmann,Central,MG Special,Treequote,Won,2017-09-01,2017-11-08,58
102XKYAC,Cassey Cress,Rocco Neubert,East,GTXPro,Zotware,Engaging,2017-09-01,,
D74OAJB4,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,Isdom,Lost,2017-09-01,2017-12-01,0
A5SCVK7E,Corliss Cosme,Cara Losch,East,GTX Plus Pro,Goodsilron,Engaging,2017-09-01,,
CQDL6WZX,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Isdom,Lost,2017-09-01,2017-09-17,0
VAV3N62C,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Cancity,Won,2017-09-01,2017-09-12,4375
OK7R7I2A,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Rundofase,Won,2017-09-01,2017-12-04,4819
ASZNII2J,Elease Gluck,Celia Rouche,West,MG Special,,Engaging,2017-09-01,,
IOMVIZR8,Gladys Colclough,Melvin Marxen,Central,GTXPro,Stanredtax,Won,2017-09-01,2017-11-04,5729
BTT2TM8O,Gladys Colclough,Melvin Marxen,Central,MG Advanced,Warephase,Won,2017-09-01,2017-11-06,3447
KAGK2GQJ,James Ascencio,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-09-01,,
FYNL84HO,James Ascencio,Summer Sewald,West,GTX Plus Pro,Doncon,Won,2017-09-01,2017-11-13,6101
ZBB9CDO4,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,J-Texon,Won,2017-09-01,2017-09-18,1088
IV5UVG0R,Kami Bicknell,Summer Sewald,West,GTX Plus Pro,Sunnamplex,Won,2017-09-01,2017-09-17,5431
TDHFX8SC,Kami Bicknell,Summer Sewald,West,MG Special,Hottechi,Won,2017-09-01,2017-12-13,50
7OXU784Y,Kami Bicknell,Summer Sewald,West,MG Special,Konex,Won,2017-09-01,2017-11-25,62
MA6F51AR,Kary Hendrixson,Summer Sewald,West,MG Special,Zoomit,Won,2017-09-01,2017-11-29,57
WDT43Q6O,Niesha Huffines,Melvin Marxen,Central,GTX Plus Basic,Zumgoity,Won,2017-09-01,2017-09-14,1098
XKYHE3OH,Rosie Papadopoulos,Cara Losch,East,GTX Plus Basic,Umbrella Corporation,Won,2017-09-01,2017-11-16,975
R65NL57V,Rosie Papadopoulos,Cara Losch,East,MG Special,Plussunin,Won,2017-09-01,2017-11-05,56
AKBRVLRZ,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Globex Corporation,Won,2017-09-01,2017-09-14,63
8FZ7CWPP,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Isdom,Won,2017-09-01,2017-09-11,61
EQPGDVWK,Zane Levy,Summer Sewald,West,GTX Basic,Labdrill,Won,2017-09-01,2017-12-03,614
I819UEG6,Anna Snelling,Dustin Brinkmann,Central,MG Special,Gogozoom,Lost,2017-09-02,2017-11-04,0
TXZTEEUJ,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Betatech,Lost,2017-09-02,2017-12-13,0
6OD1J7MW,Elease Gluck,Celia Rouche,West,GTX Plus Pro,Plexzap,Engaging,2017-09-02,,
XO8TRDKK,Garret Kinder,Cara Losch,East,MG Special,Acme Corporation,Won,2017-09-02,2017-09-17,57
74YNCNQM,Gladys Colclough,Melvin Marxen,Central,MG Special,Domzoom,Won,2017-09-02,2017-12-04,58
I5QVV9C5,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,Hatfan,Lost,2017-09-02,2017-12-20,0
SS0ZF7SG,Hayden Neloms,Celia Rouche,West,MG Advanced,Goodsilron,Won,2017-09-02,2017-12-15,3482
2GRNCODO,James Ascencio,Summer Sewald,West,GTX Plus Pro,Hatfan,Lost,2017-09-02,2017-11-05,0
2UNAJCGN,James Ascencio,Summer Sewald,West,GTX Plus Pro,Singletechno,Lost,2017-09-02,2017-11-11,0
ZP5Q4YUJ,James Ascencio,Summer Sewald,West,GTX Basic,Plusstrip,Won,2017-09-02,2017-11-24,529
7XL4JYSB,Kary Hendrixson,Summer Sewald,West,MG Advanced,Blackzim,Lost,2017-09-02,2017-11-24,0
HEZ8H6MK,Kary Hendrixson,Summer Sewald,West,GTX Basic,Plusstrip,Won,2017-09-02,2017-11-08,505
50AWO49B,Markita Hansen,Celia Rouche,West,GTX Basic,Sonron,Won,2017-09-02,2017-12-27,456
CID4Y877,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Bioholding,Lost,2017-09-02,2017-12-13,0
T20CPZ52,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Stanredtax,Lost,2017-09-02,2017-11-29,0
HVF0VLJ3,Versie Hillebrand,Dustin Brinkmann,Central,GTX Basic,Globex Corporation,Lost,2017-09-02,2017-11-11,0
A86ZEF94,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Hottechi,Lost,2017-09-02,2017-11-30,0
8OMML4E8,Vicki Laflamme,Celia Rouche,West,GTX Basic,Lexiqvolax,Won,2017-09-02,2017-09-16,555
283Y9ULR,Vicki Laflamme,Celia Rouche,West,MG Special,Konex,Won,2017-09-02,2017-09-23,47
J0G6ZLYZ,Zane Levy,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-09-02,,
C0LNV4PU,Zane Levy,Summer Sewald,West,GTX Basic,Finjob,Won,2017-09-02,2017-12-04,585
YB6UP71G,Anna Snelling,Dustin Brinkmann,Central,MG Special,Bioholding,Won,2017-09-03,2017-09-06,64
A30VAQHM,Anna Snelling,Dustin Brinkmann,Central,MG Special,Inity,Won,2017-09-03,2017-11-21,58
LOQ46F0T,Cassey Cress,Rocco Neubert,East,GTX Basic,,Engaging,2017-09-03,,
ZH2TBHVZ,Donn Cantrell,Rocco Neubert,East,GTX Basic,Gekko & Co,Won,2017-09-03,2017-09-08,635
UKJO54QY,Donn Cantrell,Rocco Neubert,East,GTXPro,Donquadtech,Won,2017-09-03,2017-09-13,5626
9868N4GB,Donn Cantrell,Rocco Neubert,East,MG Advanced,Xx-zobam,Won,2017-09-03,2017-12-14,3595
JKAYQ4HQ,Elease Gluck,Celia Rouche,West,MG Special,,Engaging,2017-09-03,,
L5UKY73S,Gladys Colclough,Melvin Marxen,Central,GTXPro,Treequote,Lost,2017-09-03,2017-11-04,0
7DDPLMQ5,Gladys Colclough,Melvin Marxen,Central,GTXPro,Inity,Won,2017-09-03,2017-12-02,4981
DZP41ANW,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,,Engaging,2017-09-03,,
GRYHHER0,Hayden Neloms,Celia Rouche,West,MG Special,Finhigh,Engaging,2017-09-03,,
4KVZVHNN,James Ascencio,Summer Sewald,West,GTX Basic,Hatfan,Won,2017-09-03,2017-09-14,524
ULWQ61OZ,James Ascencio,Summer Sewald,West,MG Special,Nam-zim,Won,2017-09-03,2017-12-06,54
FKU9TS06,Jonathan Berthelot,Melvin Marxen,Central,GTXPro,Funholding,Won,2017-09-03,2017-09-16,5080
H8XH5MFQ,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-09-03,,
OPFBXGFV,Markita Hansen,Celia Rouche,West,MG Special,Scotfind,Won,2017-09-03,2017-12-12,50
UCV49FYZ,Maureen Marcano,Summer Sewald,West,GTX Plus Pro,Nam-zim,Won,2017-09-03,2017-09-09,6656
F58R70DY,Reed Clapper,Rocco Neubert,East,GTXPro,Donquadtech,Won,2017-09-03,2017-09-10,4641
1H2PVLZ3,Rosalina Dieter,Celia Rouche,West,GTK 500,Xx-holding,Won,2017-09-03,2017-11-10,26186
YPM5PZMD,Vicki Laflamme,Celia Rouche,West,MG Special,,Engaging,2017-09-03,,
DV6WD759,Vicki Laflamme,Celia Rouche,West,MG Advanced,Newex,Won,2017-09-03,2017-09-14,4251
OGHK250E,Violet Mclelland,Cara Losch,East,GTX Basic,,Engaging,2017-09-03,,
SBC67V5T,Violet Mclelland,Cara Losch,East,MG Special,Ganjaflex,Won,2017-09-03,2017-09-11,51
IDGLZJRX,Violet Mclelland,Cara Losch,East,MG Special,Gekko & Co,Won,2017-09-03,2017-11-09,62
VYG4BHEE,Zane Levy,Summer Sewald,West,GTX Basic,Golddex,Lost,2017-09-03,2017-11-01,0
YFTW9Z69,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Stanredtax,Lost,2017-09-04,2017-11-12,0
92IDH7MB,Anna Snelling,Dustin Brinkmann,Central,MG Special,Scottech,Won,2017-09-04,2017-11-21,58
NR1JSUPQ,Boris Faz,Rocco Neubert,East,GTX Plus Basic,Donware,Won,2017-09-04,2017-11-11,973
ZNOARPNW,Boris Faz,Rocco Neubert,East,GTX Plus Pro,Kinnamplus,Won,2017-09-04,2017-09-13,4954
FNKZKHTJ,Cassey Cress,Rocco Neubert,East,GTXPro,Condax,Won,2017-09-04,2017-09-06,5113
KXR63BV7,Corliss Cosme,Cara Losch,East,GTXPro,,Engaging,2017-09-04,,
UAVOPRPV,Corliss Cosme,Cara Losch,East,GTX Plus Pro,Xx-zobam,Won,2017-09-04,2017-12-26,4631
VMUTS9GK,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Condax,Won,2017-09-04,2017-11-01,5807
SZPU1DSR,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Hottechi,Lost,2017-09-04,2017-11-30,0
9EGLQG3N,Gladys Colclough,Melvin Marxen,Central,GTX Basic,Zumgoity,Won,2017-09-04,2017-12-14,640
BL23633Z,Gladys Colclough,Melvin Marxen,Central,MG Advanced,Konmatfix,Won,2017-09-04,2017-11-25,3830
87G25M68,James Ascencio,Summer Sewald,West,GTX Plus Pro,Cheers,Won,2017-09-04,2017-12-28,5285
8F3RA844,Jonathan Berthelot,Melvin Marxen,Central,GTXPro,Betatech,Lost,2017-09-04,2017-11-19,0
VJ1FT11H,Kami Bicknell,Summer Sewald,West,GTX Basic,Xx-holding,Lost,2017-09-04,2017-11-18,0
TKI8MEZZ,Moses Frase,Dustin Brinkmann,Central,GTX Plus Basic,Domzoom,Won,2017-09-04,2017-12-31,975
QSHP9AHU,Moses Frase,Dustin Brinkmann,Central,GTX Plus Basic,Funholding,Won,2017-09-04,2017-12-13,847
MIDW7Q49,Niesha Huffines,Melvin Marxen,Central,MG Advanced,Rangreen,Won,2017-09-04,2017-12-15,2814
PW7QNSFG,Rosalina Dieter,Celia Rouche,West,MG Advanced,Lexiqvolax,Won,2017-09-04,2017-11-06,3275
WGYE40NI,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Betatech,Won,2017-09-04,2017-12-26,41
HLX6W646,Vicki Laflamme,Celia Rouche,West,GTX Plus Pro,Dalttechnology,Won,2017-09-04,2017-11-19,5185
6VMQQKLJ,Vicki Laflamme,Celia Rouche,West,GTXPro,Dalttechnology,Won,2017-09-04,2017-09-15,5191
VKIR68JX,Violet Mclelland,Cara Losch,East,GTX Plus Basic,,Engaging,2017-09-04,,
FYS6IZO4,Violet Mclelland,Cara Losch,East,MG Special,Mathtouch,Won,2017-09-04,2017-11-07,59
7OSD4T24,Violet Mclelland,Cara Losch,East,MG Special,Silis,Won,2017-09-04,2017-12-08,54
W533W8G6,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-09-04,,
RW3CJO8D,Zane Levy,Summer Sewald,West,MG Advanced,,Engaging,2017-09-04,,
5E274CQS,Boris Faz,Rocco Neubert,East,GTXPro,,Engaging,2017-09-05,,
H29A7E6X,Corliss Cosme,Cara Losch,East,GTX Plus Basic,Iselectrics,Won,2017-09-05,2017-11-17,1076
IDN254QN,Daniell Hammack,Rocco Neubert,East,GTX Basic,Plussunin,Won,2017-09-05,2017-11-20,490
